lobbyist_action,uid,registrant_name,organization,employer,nature_of_business,subj_num1,subj_1,desc_1,subj_num2,subj_2,desc_2,subj_num_3,subj_3,desc_3,subj_num4,subj_4,desc_4,subj_num5,subj_5,desc_5
Medical-Aid-in-Dying; The Maryland End of Life Option Act - SB845 and HB933,A022617, Donna  Smith, Compassion & Choices, Compassion & Choices Action Network, Nonprofit,1,Elderly,"End-of-life issues, Medical aid in dying",,,,,,,,,,,,
,A022619, Leonard L. Lucchi," O'Malley, Miles, Nylen & Gilmore, P.A.", 1199 SEIU, Union,1,Health Occupations,Healthcare Workers,,,,,,,,,,,,
,A022621, Stephanie Pratt Anderson," O'Malley, Miles, Nylen & Gilmore, P.A."," Arc of Prince George's County, The", Non-Profit Provider,1,Disabled,Funding for Disabilities,,,,,,,,,,,,
,A022623, Stephanie Pratt Anderson," O'Malley, Miles, Nylen & Gilmore, P.A.", City of College Park, City Hall,1,Municipalities,,,,,,,,,,,,,
,A022625, Stephanie Pratt Anderson," O'Malley, Miles, Nylen & Gilmore, P.A.", Hopewell Fund, Public Charity,1,Other,Advocacy for Economic Justice and Democracy,,,,,,,,,,,,
,A022627, Stephanie Pratt Anderson," O'Malley, Miles, Nylen & Gilmore, P.A.", Energy Action Fund, Clean Energy Solutions,1,Other,Climate Change,,,,,,,,,,,,
,A022629, Thomas D Clark Jr., IBEW Local 26, IBEW Local 26," Training and job referrals in the electrical industry in MD, DC and VA",1,State Government - Regulations and Procedures,Licensing enforcement,,,,,,,,,,,,
,A022631, Stephanie Pratt Anderson," O'Malley, Miles, Nylen & Gilmore, P.A.", Maximus, Government Contracts,1,Human Relations,Procurement for Human Services Support,,,,,,,,,,,,
,A022633, Stephanie Pratt Anderson," O'Malley, Miles, Nylen & Gilmore, P.A."," Maryland Citizens' Health Initiative, Inc.", Health Care Advocacy,1,Public Health,,,,,,,,,,,,,
Legislation related to private sector labor and industry.,A022635, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A."," Advanced Indoor Resources, LLC"," HVAC, plumbing, and building automations control company",1,Private Sector Labor and Industry,,,,,,,,,,,,,
,A022637, Stephanie Pratt Anderson," O'Malley, Miles, Nylen & Gilmore, P.A.", 1199 SEIU, Union,1,Health Occupations,,,,,,,,,,,,,
HB 111; SB 26; HB 321; HB 628; SB 259,A022639, Laura  Hale, American Heart Association, American Heart Association, Public Health,1,Public Health,,,,,,,,,,,,,
HB4/SB129;SB148/HB186;HB705/SB798;SB859/HB808;HB412;HB200/SB181;SB40;HB1/SB686;SB54/HB131;SB21/HB226;SB25/HB126;HB212/SB208;HB233/SB226;SB755/HB748;HB287;HB170;HB174/SB391;SB57/HB164;HB759/SB615;HB758/SB789;SB93/HB96;SB807;HB411/SB487;SB110;SB771;SB27;SB684;HB801;HB861/sb788;HB974;HB362;HB714/SB749;SB754;HB1032;SB13/HB285;HB324;HB1069;SB28/HB1020;SB503/HB762;HB877;SB64;HB119/SB199;SB786/HB812;HB995/SB790;HB477/SB341;SB960/HB611;HB129/SB619;HB16;HB13/SB5;HB350;HB309/SB574;SB540/HB772;HB297/SB292;SB203/HB1053;SB461;HB754;HB630;SB112/HB328;SB53/HB84;HB600,A022641, Lisae C Jordan," Lisae C Jordan, Esquire", Maryland Coalition Against Sexual Assault, Non-profit,1,Other,Ending sexual violence and abuse,2,Operating Budget,,3,Public Safety,,4,Family Law,,5,Public Health,
"HB 241; HB 401; HB 454; HB 475; HB 858; SB 64; SB 161; SB 187; SB 439; SB 516; HB 107; HB 155; HB 357; HB 1012; SB 59; SB 75; SB 108; SB 212; SB 398; SB 724; SB 898; HB 9; HB 119; HB 173; HB 287; HB 813; HB 927; HB 953; HB 976; SB 19; SB 154; SB 199; SB 441; SB 618; SB 762; SB 916; SB 933; HB 878; SB 806; SB 581; SB 965; SB 534; SB 805; HB 1232; SB 647; HB 1161; HB 1217; HB 1151; HB 815; SB 806; SB 759; SB 784; HB 808; SB 582; SB 581; HB 876; SB 644; HB 812; SB 678; SB 859; SB 786; HB 785; HB 650; SB 798; HB 878; HB 773; SB 666; HB 693; SB 628; SB 460; SB 376; SB 372; HB 1148; HB 716; HB 44; SB 534; HB 588; SB 474; SB 515; HB 351; HB 705; HB 418; SB 259; SB 365; HB 363; HB 305; SB 308; SB 362; HB 376; SB 52; HB 283; HB 302; HB 82; SB 283; SB 188; SB 201; SB 190; SB 184; HB 271; HB 48; HB 111; SB 26; SB 101; HB 87 Medical Programs Administration Budget matters; Community Health Resources Budget matters; Capital Budget matters; and other legislation related to civil actions and procedures, health care facilities and regulations, health occupations, health insurance, and public health.",A022643, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A."," MedChi, The Maryland State Medical Society", Professional association for licensed physicians,1,Civil Actions and Procedures,,2,Health Care Facilities and Regulation,,3,Health Occupations,,4,Insurance - Health,,5,Public Health,
,A022645, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A.", Maryland State Licensed Beverage Association, Trade association of alcoholic beverage licensees,1,Alcoholic Beverages - Local Bills,,2,Alcoholic Beverages - Statewide Bills,,3,Civil Actions and Procedures,,4,Taxes - Sales and Use,,,,
"Legislation related to energy, environment, transportation taxes, and general transportation matters.",A022647, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A."," Waste Management, Inc.", Solid waste disposal company,1,Energy,,2,Environment,,3,Taxes - Transportation,,4,Transportation - Generally,,,,
,A022649, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A."," Synagro Technologies, Inc.", Biosolids company,1,Environment,,2,Agriculture,,3,Natural Resources - Generally,,,,,,,
"HB 109; HB 230; HB 284; HB 609; HB 718; HB 840; HB 847; HB 1086; HB 1088; HB 1089; HB 1139; SB 222; SB 224; SB 447; SB 590; SB 743; SB 768; and other legislation related to general transportation matters, energy, and the environment.",A022651, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A.", National Waste & Recycling Association, Trade association representing private sector U.S. waste and recycling companies,1,Transportation - Generally,,2,Energy,,3,Environment,,,,,,,
"Legislation related to health insurance, children, public health, pharmaceuticals, and biotechnology.",A022653, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A."," Merck & Co., Inc.", Pharmaceuticals research,1,Insurance - Health,,2,Children,,3,Public Health,,4,Other,"Pharmaceuticals, biotechnology",,,
"HB 302; HB 517; HB 1217; SB 188; SB 575; SB 805; SB 916; HB 471; HB 552; SB 121; SB 333; SB 549; HB 46; HB 551; SB 547; SB 576; HB 33; HB 622; HB 689; HB 781; HB 807; HB 1034; HB 1068; HB 1132; SB 169; SB 698; SB 699; SB 822; SB 906; Capital Budget Matters; and other legislation related to business regulations and occupations, economic and community development, public health, and income tax matters.",A022655, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A.", Maryland Tech Council, Technology trade association,1,Business Regulation and Occupations,,2,Economic and Community Development,,3,Public Health,,4,Taxes - Income,,,,
"Legislation related to the private sector of labor and industry, transportation tax matters, vehicle laws, such as equipment, inspections, licensing, and registration.",A022657, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A.", Maryland Motor Truck Association, Trade organization for Maryland's commercial trucking industry,1,Private Sector Labor and Industry,,2,Taxes - Transportation,,3,Vehicle Laws - Equipment and Inspections,,4,Vehicle Laws - Licensing and Registration,,,,
"budget/funding, HB 200, HB 186, SB 148, HB 14, SB 36, HB 440, SB 342, HB 267, SB 383, HB 4, SB 129, HB 812, SB 786, HB 297, SB 292, HB 328, SB 112, HB 174, SB 391, HB 411, SB 487, HB 111, SB 26, HB 215, SB 450, HB 502, SB 2, HB 630, HB 1191, SB 797, SB 209, HB 461, HB 861, SB 788, SB 40, SB 754, SB 949, HB 988, SB 828, SB 756, HB 826, HB 3, SB 185, HB 824, SB 1, SB 858, HB 307, HB 477, SB 341, HB 705, SB 798, HB 808, SB 859, SB 27, HB 129, SB 619, HB 600, HB 168, SB 160, HB 714, SB 749, HB 285, SB 13, HB 754, HB 307, SB 858, HB 758, SB 789, HB 324, HB 759, SB 615, HB 1069, HB 412, HB 958, HB 973, HB 562, SB 420, HB 1020, HB 1050, SB 756",A022659, Melanie  Shapiro, Maryland Network Against Domestic Violence, Maryland Network Against Domestic Violence, Non Profit Domestic Violence Agency,1,Criminal Law - Substantive Crimes,,2,Criminal Law - Procedure,,3,Public Safety,,4,Other,victim's rights,5,Family Law,
"HB 448; SB 311; and other legislation related to miscellaneous education matters, local debt, such as bond bills, primary and secondary education, general social services, and the disabled.",A022661, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A."," Linwood Center, Inc.", Services for special needs population,1,Disabled,,2,Education - Miscellaneous,,3,Local Debt (Bond Bills),,4,Primary and Secondary Education,,5,Social Services - Generally,
"Legislation related to health insurance, public health, workers’ compensation, pharmaceuticals, and biotechnology.",A022663, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A."," Jazz Pharmaceuticals, Inc.", Pharmaceuticals,1,Insurance - Health,,2,Public Health,,3,Workers' Compensation,,4,Other,"Pharmaceuticals, biotechnology",,,
"Legislation related to health insurance, public health, pharmaceuticals, and biotechnology.",A022665, Andrew  Vetter," Schwartz, Metz, Wise & Kauffman, P.A."," Lilly USA, LLC", Pharmaceutical Company,1,Insurance - Health,,2,Public Health,,3,Other,"Pharmaceuticals, biotechnology",,,,,,
Matters impacting the production and distribution of cannabis.,A022667, Jenna  McGreevy, Perry White Ross & Jacobson," GTI Maryland, LLC", Medical Cannabis,1,Other,Medical Cannabis,,,,,,,,,,,,
"Matters impacting public sector, public works and civil engineering projects.",A022669, Jenna  McGreevy, Perry White Ross & Jacobson," HDR Engineering, Inc."," Engineering, Architecture and Consulting",1,Other,"Engineering, Architecture and Consulting",,,,,,,,,,,,
"Matters impacting health care provision in hospital and related facilities, matters of corporate tax policy, matters of employment law, and matters of campaign finance law.",A022671, Jenna  McGreevy, Perry White Ross & Jacobson," Holy Cross Health, Inc.", Hospital,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
"Matters impacting the real estate development industry, capital appropriations, corporate tax and governance policy.",A022673, Jenna  McGreevy, Perry White Ross & Jacobson, Howard Hughes Corporation, Real Estate,1,Real Property,,,,,,,,,,,,,
Matters impacting the detection and prevention of Legionnaire's Disease.,A022675, Jenna  McGreevy, Perry White Ross & Jacobson," IDEXX Laboratories, Inc.", Diagnostic Testing Laboratory,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
Matters impacting the detection and prevention of Legionnaire's Disease.,A022675, Jenna  McGreevy, Perry White Ross & Jacobson," IDEXX Laboratories, Inc.", Diagnostic Testing Laboratory,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
"Matters impacting the manufacturing, distribution and recycling of mattresses.",A022677, Jenna  McGreevy, Perry White Ross & Jacobson, International Sleep Products Association, Trade Association for Sleep Products,1,Environment,Recycling,,,,,,,,,,,,
Matters impacting mail order workers compensation pharmaceuticals.,A022679, Jenna  McGreevy, Perry White Ross & Jacobson, IWP (Injured Workers Pharmacy), National Pharmacy Service,1,Other,Pharmacists and Pharmacies,,,,,,,,,,,,
"Matters impacting the real estate development industry, capital appropriations, corporate tax and governance policy.",A022681, Jenna  McGreevy, Perry White Ross & Jacobson, Konterra Realty, Real Estate Development,1,Real Property,,,,,,,,,,,,,
"Matters impacting affordable housing, capital appropriations, corporate tax and governance policy.",A022683, Jenna  McGreevy, Perry White Ross & Jacobson, Maryland Affordable Housing Coalition, Real Estate,1,Real Property,,,,,,,,,,,,,
"Matters impacting the horse breeding and racing industry, sports betting legislation and regulation.",A022685, Jenna  McGreevy, Perry White Ross & Jacobson, Maryland Horse Breeders Association, Horse Breeders Association,1,Horse Racing,,,,,,,,,,,,,
"Matters impacting health care provision in hospital and related facilities, matters of corporate tax policy, matters of employment law and matters of campaign finance law.",A022687, Jenna  McGreevy, Perry White Ross & Jacobson, Mercy Medical Center, Health care,1,Health Care Facilities and Regulation,,,,,,,,,,,,,
Matters impacting private non-emergency ambulance transportation.,A022689, Jenna  McGreevy, Perry White Ross & Jacobson," ModivCare Solutions, LLC", Health Care,1,Health Care Facilities and Regulation,,2,Health Occupations,,,,,,,,,,
"Matters impacting the real estate development industry, capital appropriations, corporate tax and governance policy.",A022691, Jenna  McGreevy, Perry White Ross & Jacobson, Natelli Communities, Real Estate Development,1,Real Property,,,,,,,,,,,,,
Matters impacting capital appropriations.,A022693, Jenna  McGreevy, Perry White Ross & Jacobson, Next One Up, Youth Mentorship,1,Children,Youth Mentoring,,,,,,,,,,,,
Matters impacting the state highway contract for the expansion of the I 270/495 and the construction of the American Legion Bridge.,A022695, Jenna  McGreevy, Perry White Ross & Jacobson, Transurban, Transportation,1,Transportation - Generally,,,,,,,,,,,,,
